grid_id,resid_s2,resid_viirs,theta_mean
245,-0.17763294288435905,0.8277482163825552,-1.6891497874030084
246,-0.9323546722201379,0.9327586616108318,-1.6883874386516855
247,-1.378317104693525,0.7703515598480751,-1.6909176941783375
248,,,-1.6953944502319214
249,,0.7867127458396866,-1.6903160753306152
250,,0.34558523692046034,-1.6924772147186942
251,,0.04620434874404494,-1.6954411412015522
252,,0.12755684222669367,-1.694463710134175
253,,-0.0013027231432378638,-1.6963953590720744
254,,-0.28053670052365,-1.6975805824177517
255,,-0.0682470053261586,-1.6960425871310554
256,,0.11721642459932044,-1.692457757725476
257,,0.015710429036033695,-1.6964216978055922
258,,-0.007282926768992147,-1.6973927457309381
259,,0.045460087037759556,-1.6945809178495725
260,,-0.12995322031534057,-1.6952320143282984
261,,-0.32677015769685536,-1.697561425189262
262,,-0.4527128664834594,-1.6986291851259223
263,,,-1.6950321743424699
264,,-1.0941759307403671,-1.7047681932902434
265,,-0.8910563078897304,-1.7000054266371483
266,,-0.5026922876281359,-1.7016605044341453
267,,-0.43326675722125363,-1.699473277911641
268,,-1.3410618987968488,-1.7047682648551579
269,,-0.4705391807137512,-1.6978013136466015
270,,,-1.6933522775964456
271,,,-1.6942418184358858
272,,-0.9067262798020969,-1.7020393000619198
273,,-0.6313366695010713,-1.7005293395570689
274,,-0.6211272974986032,-1.7013416109506783
275,,-0.9844180247156392,-1.7016737728750349
276,,,-1.6927044682499082
277,,,-1.6965819236722446
278,2.409667316038745,-1.3805822349324335,-1.7043330911928753
279,2.136487182559785,-0.9236239149680157,-1.7016535362248029
280,2.3355550321998844,-1.3271000437616576,-1.703902428019161
281,1.6714583815004176,-1.8298962499576454,-1.7092850304445657
282,0.8192570487831548,-1.1443330886530096,-1.7027139018261586
283,-0.7395242020332597,-0.24297300567349311,-1.6966654232601426
284,-0.17001005193989993,0.4474517570078528,-1.6903936693531685
285,2.6761063520678166,0.04460786759421006,-1.6926091480302237
286,3.070694884835677,0.1732231217745378,-1.692644113032792
287,-0.3527639493106176,0.44822415007534344,-1.6920578358027452
288,-1.3437060831136298,0.8818112911480842,-1.689395761535297
289,-1.1542622798227349,0.8931801596782324,-1.6880808806337773
290,-1.2669541060849516,0.8708918390965911,-1.6899399142536422
291,-0.21632226633636575,0.8758696147389471,-1.689125994372837
292,-0.4988619299025352,0.9218363493096348,-1.6904009464670027
293,-1.2660568255534215,0.8955053145395977,-1.6908199197579699
294,-0.9618503623807149,0.9198345800726289,-1.6896751012293074
295,-0.8526349682808076,0.8212797452706532,-1.6906882273749848
296,,0.7889494672800655,-1.689418724758885
297,,0.7810204837121174,-1.6885966322392814
298,,0.3244919850857355,-1.6914872521886906
299,,0.0449335343621394,-1.6943836380047523
300,,0.0014192733833356015,-1.6955078612773153
301,,0.027022410935152286,-1.6953811733592383
302,,,-1.69684828678618
303,,0.2770691056579312,-1.6941259073821107
304,,0.11982193660489485,-1.6946504985608026
305,,0.1696697355092965,-1.6944606940580886
306,,-0.3067783917760104,-1.6974844547430903
307,,-0.41675809425315347,-1.6978095855907662
308,,-0.23612489541410295,-1.6973713017745735
309,,-0.3447007210911332,-1.6972677381815207
310,,-0.41216923515631276,-1.6991712142110722
311,,-0.3892070311265549,-1.697343840981475
312,,-0.1820095081278937,-1.696954751117831
313,,-0.1433350385978746,-1.6972427711236608
314,,-0.5958149690596849,-1.6993062833250472
315,,-0.10880624887438435,-1.6964277912280954
316,-0.26048400091532997,0.006537844223558659,-1.6969391382958365
317,0.20838191561515407,,-1.694315474770088
318,0.007842470936936685,-0.8714617887614786,-1.7034767256606551
319,-3.0041555236608035,-0.5802533816356772,-1.7026075117006962
320,-0.7189382020503503,-0.3935922994109241,-1.7002463223600013
321,-0.9706810051815804,-0.23232782680450217,-1.6980211203096915
322,-1.8710145765550479,,-1.6972426251327934
323,-0.2982594747476055,,-1.6961974461592764
324,2.173890087723652,-1.2693672931483948,-1.7035071283663266
325,0.5201523475310705,-0.6323279174725743,-1.6991893510067246
